category,title,text,text_clean,pos,text_clean_pos
Sports,Indo-Pak ODI much more than a cricket match: Inzamam,"KOLKATA, India, Nov 11 (AFP): Pakistan #39;s first one-day cricket match in India in five years is more about  #39;building relations quot; than winning or losing, visiting captain Inzamam-ul-Haq said Thursday.",kolkata india nov 11 afp pakistan 39s first oneday cricket match india five year 39building relation quot winning losing visiting captain inzamamulhaq said thursday,NNS VBP RB CD JJ NN CD JJ JJ NN NN IN NN IN CD NNS VBZ JJR IN CD NNS RB IN VBG CC VBG VBG NN NN VBD NN,kolkata_NNS india_VBP nov_RB 11_CD afp_JJ pakistan_NN 39s_CD first_JJ oneday_JJ cricket_NN match_NN india_NN five_CD year_NNS 39building_CD relation_NNS quot_RB winning_VBG losing_VBG visiting_VBG captain_NN inzamamulhaq_NN said_VBD thursday_NN
Sports,BC's game plan: Improve daily,"The Eagles are off to one of their best starts in five years, undefeated after their first three games for the first time since opening the 1999 campaign with a 4-0 record.",eagle one best start five year undefeated first three game first time since opening 1999 campaign 40 record,DT NNS VBP IN TO CD IN PRP$ JJS NNS IN CD NNS VBN IN PRP$ JJ CD NNS IN DT JJ NN IN VBG DT CD NN IN DT CD NN,eagle_NNS one_CD best_JJS start_NNS five_CD year_NNS undefeated_VBN first_JJ three_CD game_NNS first_JJ time_NN since_IN opening_VBG 1999_CD campaign_NN 40_CD record_NN
Sports,Donald finds the taste for battle after shaky start,"In the wake of the Montgomery-Woods skirmishes already commenced, we half expected to find the bloody detritus of combat as two virgin soldiers prepared for action on this dank, grey opening morning.",wake montgomerywoods skirmish already commenced half expected find bloody detritus combat two virgin soldier prepared action dank grey opening morning,IN DT NN IN DT NNS NNS RB VBD PRP RB VBD TO VB DT JJ NN IN NN IN CD NN NNS VBD IN NN IN DT NN NN VBG NN,wake_NN montgomerywoods_NNS skirmish_NNS already_RB commenced_VBD half_RB expected_VBD find_VB bloody_JJ detritus_NN combat_NN two_CD virgin_NN soldier_NNS prepared_VBD action_NN dank_NN grey_NN opening_VBG morning_NN
Sports,Sterne shocked by Madrid victory,South African Richard Sterne carded a brilliant closing round of 65 to win the Madrid Open and a place on the European Tour for the next two years.,south african richard sterne carded brilliant closing round 65 win madrid open place european tour next two year,JJ JJ NN NN VBD DT JJ NN NN IN CD TO VB DT JJ JJ CC DT NN IN DT JJ NN IN DT JJ CD NNS,south_JJ african_JJ richard_NN sterne_NN carded_VBD brilliant_JJ closing_NN round_NN 65_CD win_VB madrid_JJ open_JJ place_NN european_JJ tour_NN next_JJ two_CD year_NNS
Sports,Giants: Punt returns a top priority,"In his never-ending search for areas that need improvement, coach Tom Coughlin found one in the phase of the game he is known to emphasize: special teams.",neverending search area need improvement coach tom coughlin found one phase game known emphasize special team,IN PRP$ JJ NN IN NNS WDT VBP NN NN NN NN VBD CD IN DT NN IN DT NN PRP VBZ VBN TO VB JJ NNS,neverending_JJ search_NN area_NNS need_VBP improvement_NN coach_NN tom_NN coughlin_NN found_VBD one_CD phase_NN game_NN known_VBN emphasize_VB special_JJ team_NNS
Sports,"No. 25 Purdue 51, Syracuse 0","Kyle Orton passed for 287 yards and a career-high four touchdowns as No. 25 Purdue used a slew of big plays Sunday to beat Syracuse 51-0, the Boilermakers first shutout in four years.",kyle orton passed 287 yard careerhigh four touchdown 25 purdue used slew big play sunday beat syracuse 510 boilermakers first shutout four year,JJ NN VBD IN CD NNS CC DT JJ CD NNS IN DT CD NNS VBD DT NN IN JJ NNS NN TO VB VB CD DT NNS RB VBP IN CD NNS,kyle_JJ orton_NN passed_VBD 287_CD yard_NNS careerhigh_JJ four_CD touchdown_NNS 25_CD purdue_NNS used_VBD slew_NN big_JJ play_NNS sunday_NN beat_VB syracuse_VB 510_CD boilermakers_NNS first_RB shutout_VBP four_CD year_NNS
Sports,Mets Meet Martnez for Dinner at Home,"Although Omar Minaya, the Mets' general manager, has not extended a contract offer, he is competing with the most prominent teams in baseball for Pedro Martnez.",although omar minaya mets general manager extended contract offer competing prominent team baseball pedro martnez,IN NN VBP DT NNS JJ NN VBZ RB VBN DT NN NN PRP VBZ VBG IN DT RBS JJ NNS IN NN IN NN NN,although_IN omar_NN minaya_VBP mets_NNS general_JJ manager_NN extended_VBN contract_NN offer_NN competing_VBG prominent_JJ team_NNS baseball_NN pedro_NN martnez_NN
Sports,Government attacked for not backing Silverstone,"By Christopher Hope, Business Correspondent (Filed: 05/10/2004). British motor racing legend Sir Jackie Stewart yesterday attacked the Government for not allowing a 16m fund for the motorsport industry to ",christopher hope business correspondent filed 05102004 british motor racing legend sir jackie stewart yesterday attacked government allowing 16m fund motorsport industry,IN JJR NN NN NN VBD CD JJ NN VBG NN NN NN NN NN VBD DT NN IN RB VBG DT CD NN IN DT NN NN TO,christopher_JJR hope_NN business_NN correspondent_NN filed_VBD 05102004_CD british_JJ motor_NN racing_VBG legend_NN sir_NN jackie_NN stewart_NN yesterday_NN attacked_VBD government_NN allowing_VBG 16m_CD fund_NN motorsport_NN industry_NN
Sports,"Green, Rackers, Rogers earn NFC honors","(Oct. 27, 2004) -- Running back Ahman Green of the Green Bay Packers, defensive tackle Shaun Rogers of the Detroit Lions and kicker Neil Rackers of the Arizona Cardinals are the NFC Offensive, Defensive and ",oct 27 2004 running back ahman green green bay packer defensive tackle shaun rogers detroit lion kicker neil racker arizona cardinal nfc offensive defensive,RB CD CD VBG RB JJ NN IN DT JJ NN NNS VBP NN NN NNS IN DT JJ NNS CC NN JJ NNS IN DT NN NNS VBP DT JJ JJ NN CC,oct_RB 27_CD 2004_CD running_VBG back_RB ahman_JJ green_NN green_JJ bay_NN packer_NNS defensive_VBP tackle_NN shaun_NN rogers_NNS detroit_JJ lion_NNS kicker_NN neil_JJ racker_NNS arizona_NN cardinal_NNS nfc_JJ offensive_JJ defensive_NN
Sports,Diamondbacks stay active by signing Ortiz,"The Arizona Diamondbacks kept busy Friday, signing free-agent pitcher Russ Ortiz to a four-year deal a day after agreeing to terms with third baseman Troy Glaus.",arizona diamondback kept busy friday signing freeagent pitcher rus ortiz fouryear deal day agreeing term third baseman troy glaus,DT NN VBZ VBN JJ JJ VBG NN NN NN NN TO DT JJ NN DT NN IN VBG TO NNS IN JJ NN NN NN,arizona_NN diamondback_VBZ kept_VBN busy_JJ friday_JJ signing_VBG freeagent_NN pitcher_NN rus_NN ortiz_NN fouryear_JJ deal_NN day_NN agreeing_VBG term_NNS third_JJ baseman_NN troy_NN glaus_NN
Sports,Bobcats activate two from injured list,"Charlotte, NC (Sports Network) - The Charlotte Bobcats Monday activated guard Keith Bogans and forward/center Jamal Sampson from the injured list.",charlotte nc sport network charlotte bobcat monday activated guard keith bogans forwardcenter jamal sampson injured list,NN CC NNS NN DT NN NNS RB VBD NN NN NNS CC NN JJ NN IN DT JJ NN,charlotte_NN nc_CC sport_NNS network_NN charlotte_NN bobcat_NNS monday_RB activated_VBD guard_NN keith_NN bogans_NNS forwardcenter_NN jamal_JJ sampson_NN injured_JJ list_NN
Sports,The US team is set for Spain for the Davis Cup final,NEW YORK Andy Roddick and Mardy Fish will represent the United States in singles play at next month #39;s Davis Cup final against Spain.,new york andy roddick mardy fish represent united state single play next month 39s davis cup final spain,JJ NN NN NN CC JJ NN MD VB DT JJ NNS IN NNS VBP IN JJ NN CD NN NN JJ IN NN,new_JJ york_NN andy_NN roddick_NN mardy_JJ fish_NN represent_VB united_JJ state_NNS single_NNS play_VBP next_JJ month_NN 39s_CD davis_NN cup_NN final_JJ spain_NN
Sports,Jason Giambi's Agent Makes Statement (AP),"AP - Jason Giambi's agent said the New York Yankees first baseman appreciated the support of fans, though he didn't address a report last week that said his client told a grand jury he used steroids.",ap jason giambis agent said new york yankee first baseman appreciated support fan though didnt address report last week said client told grand jury used steroid,NN NN NN NN VBD DT JJ NN NNS JJ NN VBD DT NN IN NNS IN PRP VBZ IN DT NN JJ NN WDT VBD PRP$ NN VBD DT JJ NN PRP VBD NNS,ap_NN jason_NN giambis_NN agent_NN said_VBD new_JJ york_NN yankee_NNS first_JJ baseman_NN appreciated_VBD support_NN fan_NNS though_IN didnt_VBZ address_IN report_NN last_JJ week_NN said_VBD client_NN told_VBD grand_JJ jury_NN used_VBD steroid_NNS
Sports,Red Sox Top White Sox,Manny Ramirez homered and drove in five runs as the Boston Red Sox beat the Chicago White Sox 10-7 Saturday for their fifth straight win.,manny ramirez homered drove five run boston red sox beat chicago white sox 107 saturday fifth straight win,JJ NN VBD CC VB IN CD NNS IN DT NN VBD JJ IN DT JJ JJ NN CD NN IN PRP$ JJ NN NN,manny_JJ ramirez_NN homered_VBD drove_VB five_CD run_NNS boston_NN red_VBD sox_JJ beat_IN chicago_JJ white_JJ sox_NN 107_CD saturday_NN fifth_JJ straight_NN win_NN
Sports,Wenger keeps up Red Devils attacks,Ruud van Nistelrooy #39;s apology to Ashley Cole does not look like ending his feud with Arsenal after Arsene Wenger launched another bitter attack on the Dutchman - and his club.,ruud van nistelrooy 39s apology ashley cole look like ending feud arsenal arsene wenger launched another bitter attack dutchman club,NN NN RB CD NN TO VB NN VBZ RB VB IN VBG PRP$ NN IN JJ IN JJ NN VBD DT JJ NN IN DT NN CC PRP$ NN,ruud_NN van_NN nistelrooy_RB 39s_CD apology_NN ashley_VB cole_NN look_VB like_IN ending_VBG feud_NN arsenal_JJ arsene_JJ wenger_NN launched_VBD another_DT bitter_JJ attack_NN dutchman_NN club_NN
Sports,Turin Olympic organizer resigns,"Turin, Italy (Sports Network) - Valentino Castellani, the chief organizer of the Turin Olympic Committee, has announced his decision to resign.",turin italy sport network valentino castellani chief organizer turin olympic committee announced decision resign,NN NN NNS NN NN VBP DT JJ NN IN DT NN NN NN VBZ VBN PRP$ NN TO VB,turin_NN italy_NN sport_NNS network_NN valentino_NN castellani_VBP chief_JJ organizer_NN turin_NN olympic_NN committee_NN announced_VBN decision_NN resign_VB
Sports,"Jets, Seahawks Both Face Must-Win Game (AP)","AP - If the New York Jets were in the NFC, they would probably have a playoff spot already. Instead, they still have a fight on their hands as they play host Sunday to Seattle, which has won two fewer games, but leads the NFC West.",ap new york jet nfc would probably playoff spot already instead still fight hand play host sunday seattle two fewer game lead nfc west,NN IN DT JJ NN NNS VBD IN DT NN PRP MD RB VB DT NN NN RB RB PRP RB VBP DT NN IN PRP$ NNS IN PRP VBP RB JJ TO VB WDT VBZ VBN CD JJR NNS CC VBZ DT NN NN,ap_NN new_JJ york_NN jet_NNS nfc_NN would_MD probably_RB playoff_NN spot_NN already_RB instead_RB still_RB fight_NN hand_NNS play_VBP host_RB sunday_JJ seattle_VB two_CD fewer_JJR game_NNS lead_VBZ nfc_NN west_NN
Sports,Is Giambi tumor in pituitary?,"Yankees slugger Jason Giambi still wants to keep his medical situation private, even though a newspaper report yesterday detailed the location and treatment of his benign tumor.",yankee slugger jason giambi still want keep medical situation private even though newspaper report yesterday detailed location treatment benign tumor,NNS VBP NN NN RB VBZ TO VB PRP$ JJ NN JJ RB IN DT NN NN NN VBD DT NN CC NN IN PRP$ JJ NN,yankee_NNS slugger_VBP jason_NN giambi_NN still_RB want_VBZ keep_VB medical_JJ situation_NN private_JJ even_RB though_IN newspaper_NN report_NN yesterday_NN detailed_VBD location_NN treatment_NN benign_JJ tumor_NN
Sports,Kenteris and Thanou charged over missed tests,"EKATERINI THANOU and Konstantinos Kenteris, the Greek sprinters, were charged yesterday with missing a mandatory drugs test on the eve of the Olympic Games and for making false statements about a motorbike accident.",ekaterini thanou konstantinos kenteris greek sprinter charged yesterday missing mandatory drug test eve olympic game making false statement motorbike accident,NN NN CC VB VB DT JJ NNS VBD VBN NN IN VBG DT JJ NNS NN IN DT NN IN DT NN NNS CC IN VBG JJ NNS IN DT JJ NN,ekaterini_NN thanou_NN konstantinos_VB kenteris_VB greek_JJ sprinter_NNS charged_VBN yesterday_NN missing_VBG mandatory_JJ drug_NNS test_NN eve_NN olympic_NN game_NNS making_VBG false_JJ statement_NNS motorbike_JJ accident_NN
Sports,Sturrock leaves Southampton,"Manager Paul Sturrock has left Southampton by mutual consent, becoming the first managerial victim of the season after only two Premiership games.",manager paul sturrock left southampton mutual consent becoming first managerial victim season two premiership game,NN NN NN VBZ VBN NN IN JJ NN VBG DT JJ JJ NN IN DT NN IN RB CD NN NNS,manager_NN paul_NN sturrock_NN left_VBN southampton_NN mutual_JJ consent_NN becoming_VBG first_JJ managerial_JJ victim_NN season_NN two_CD premiership_NN game_NNS
Sports,"USC, Miami Top First BCS Rankings"," PHILADELPHIA (Sports Network) - The Bowl Championship  Series released its first standings on Monday and as expected,  Southern California grabbed the top spot.",philadelphia sport network bowl championship series released first standing monday expected southern california grabbed top spot,NN NNS NN DT NN NN NN VBD PRP$ JJ NNS IN NN CC IN VBN JJ NN VBD DT JJ NN,philadelphia_NN sport_NNS network_NN bowl_NN championship_NN series_NN released_VBD first_JJ standing_NNS monday_NN expected_VBN southern_JJ california_NN grabbed_VBD top_JJ spot_NN
Sports,NHL #39;s  quot;Quest for the Cap quot; continues,I guess we were all just very desperate and very stupid. Just last week there was that ray of hope that the National Hockey League labor strife could be nearing an end.,guess desperate stupid last week ray hope national hockey league labor strife could nearing end,JJ NN PRP VBD DT RB RB JJ CC RB JJ RB JJ NN RB VBD IN NN IN NN IN DT JJ NN NN NN NN MD VB VBG DT NN,guess_NN desperate_JJ stupid_JJ last_JJ week_NN ray_NN hope_NN national_JJ hockey_NN league_NN labor_NN strife_NN could_MD nearing_VBG end_NN
Sports,"Pakistan team to visit Ganguly #39;s restaurant, watch Mughal-e-Azam:","Sports India, Cricket: Kolkata, Nov 11 : The Pakistan cricket team will visit Indian captain Sourav Ganguly #39;s restaurant and watch a colour-version of the classic Indian film Mughal-e-Azam here Thursday.",sport india cricket kolkata nov 11 pakistan cricket team visit indian captain sourav ganguly 39s restaurant watch colourversion classic indian film mughaleazam thursday,NNS VBP NN NN RB CD DT NN NN NN MD VB JJ NN NN RB CD NN CC VB DT NN IN DT JJ JJ NN NN RB JJ,sport_NNS india_VBP cricket_NN kolkata_NN nov_RB 11_CD pakistan_NN cricket_NN team_NN visit_VB indian_JJ captain_NN sourav_NN ganguly_RB 39s_CD restaurant_NN watch_VB colourversion_NN classic_JJ indian_JJ film_NN mughaleazam_NN thursday_JJ
Sports,Vikings Give 49ers Third Straight Loss (AP),"AP - With their starters playing into the second half, the Minnesota Vikings looked as if they would easily overmatch the depleted San Francisco 49ers.",ap starter playing second half minnesota viking looked would easily overmatch depleted san francisco 49ers,NN IN PRP$ NNS VBG IN DT JJ PDT DT JJ NNS VBD IN IN PRP MD RB VB DT JJ JJ NN NNS,ap_NN starter_NNS playing_VBG second_JJ half_PDT minnesota_JJ viking_NNS looked_VBD would_MD easily_RB overmatch_VB depleted_JJ san_JJ francisco_NN 49ers_NNS
Sports,Shearer: Toon have to go out and sign Rooney,"ALAN SHEARER last night stepped into the ward of words between Craig Bellamy and Newcastle over Wayne Rooney by saying,  quot;Let #39;s go out and sign him.",alan shearer last night stepped ward word craig bellamy newcastle wayne rooney saying quotlet 39s go sign,NN NN JJ NN VBD IN DT NN IN NNS IN NN NN CC NN IN JJ NN IN VBG NN CD VBP RB CC VB PRP,alan_NN shearer_NN last_JJ night_NN stepped_VBD ward_NN word_NNS craig_NN bellamy_NN newcastle_NN wayne_JJ rooney_NN saying_VBG quotlet_NN 39s_CD go_VBP sign_VB
Sports,Colts Quarterback Sets Passing Record (AP),"AP - Colts quarterback Peyton Manning set an NFL record by throwing at least four touchdown passes in a fifth straight game, getting four in the first half alone against the Lions on Thursday.",ap colt quarterback peyton manning set nfl record throwing least four touchdown pass fifth straight game getting four first half alone lion thursday,NN NNS VBP NN NN VBN DT NN NN IN VBG IN JJS CD JJ NNS IN DT JJ JJ NN VBG CD IN DT JJ NN RB IN DT NNS IN NN,ap_NN colt_NNS quarterback_VBP peyton_NN manning_NN set_VBN nfl_NN record_NN throwing_VBG least_JJS four_CD touchdown_JJ pass_NNS fifth_JJ straight_JJ game_NN getting_VBG four_CD first_JJ half_NN alone_RB lion_NNS thursday_NN
Sports,Light decides to stay awhile,"Matt Light was a good old country boy. Now he's a rich, good old country boy.",matt light good old country boy he rich good old country boy,NN NN VBD DT JJ JJ NN NN RB VBZ DT JJ JJ JJ NN NN,matt_NN light_NN good_JJ old_JJ country_NN boy_NN he_VBZ rich_JJ good_JJ old_JJ country_NN boy_NN
Sports,Highly valued,"Bee Staff Writer. When it comes to Barry Bonds, nothing is ever simple or clear-cut. Always, there are other issues, most dealing with Bonds #39; remarkable, late career surge, which has coincided with his association with the BALCO scandal.",bee staff writer come barry bond nothing ever simple clearcut always issue dealing bond 39 remarkable late career surge coincided association balco scandal,JJ NN NN WRB PRP VBZ TO VB NNS NN VBZ RB JJ CC JJ RB EX VBP JJ NNS RBS VBG IN NNS CD JJ JJ NN NN WDT VBZ VBN IN PRP$ NN IN DT NN NN,bee_JJ staff_NN writer_NN come_VBZ barry_VB bond_NNS nothing_NN ever_RB simple_JJ clearcut_JJ always_RB issue_NNS dealing_VBG bond_NNS 39_CD remarkable_JJ late_JJ career_NN surge_NN coincided_VBN association_NN balco_NN scandal_NN
Sports,Defender one of six available in expansion draft,Defender Antonio de la Torre will celebrate his 27th birthday Thursday as a member of the Rapids. Where he #39;ll celebrate next year is anyone #39;s guess.,defender antonio de la torre celebrate 27th birthday thursday member rapid 39ll celebrate next year anyone 39s guess,NN NN IN FW FW MD VB PRP$ JJ NN NN IN DT NN IN DT NNS WRB PRP CD NN JJ NN VBZ NN CD NN,defender_NN antonio_NN de_IN la_FW torre_FW celebrate_VB 27th_JJ birthday_NN thursday_NN member_NN rapid_NNS 39ll_CD celebrate_NN next_JJ year_NN anyone_NN 39s_CD guess_NN
Sports,Quarterback is a question mark,"Yes, it #39;s only three games but some things are obvious early on. The Redskins are in serious trouble at quarterback. And trouble at quarterback might as well be a computer virus; it ruins everything, even the defense.",yes 39s three game thing obvious early redskin serious trouble quarterback trouble quarterback might well computer virus ruin everything even defense,NNS PRP CD RB CD NNS CC DT NNS VBP JJ JJ IN DT NNS VBP IN JJ NN IN NN CC NN IN NN MD RB RB VB DT NN NN PRP VBZ NN RB DT NN,yes_NNS 39s_CD three_CD game_NNS thing_NNS obvious_JJ early_JJ redskin_NNS serious_JJ trouble_NN quarterback_NN trouble_NN quarterback_NN might_MD well_RB computer_NN virus_NN ruin_VBZ everything_NN even_RB defense_NN
Sports,He gave command performance,"Not all of his teammates were happy with Pedro Martinez last night. Or maybe you didn't notice Derek Lowe, waiting at the top step of the visitors' dugout, after Martinez struck out looking to start the third inning.",teammate happy pedro martinez last night maybe didnt notice derek lowe waiting top step visitor dugout martinez struck looking start third inning,RB DT IN PRP$ NNS VBD JJ IN NN NN JJ NN CC RB PRP VBP JJ NN NN VBG IN DT JJ NN IN DT NNS VBP IN NNS VBD RP VBG TO VB DT JJ NN,teammate_NNS happy_JJ pedro_NN martinez_NN last_JJ night_NN maybe_RB didnt_VBP notice_JJ derek_NN lowe_NN waiting_VBG top_JJ step_NN visitor_NNS dugout_VBP martinez_NNS struck_VBD looking_VBG start_VB third_JJ inning_NN
Sports,Tigers #39; Monroe facing theft charge in Charlotte County,"Detroit Tigers outfielder Craig Monroe was arrested for allegedly stealing a \$29.99 belt from a department store, a records clerk at Charlotte County jail said Tuesday.",detroit tiger outfielder craig monroe arrested allegedly stealing 2999 belt department store record clerk charlotte county jail said tuesday,JJ NNS VBP JJ NN VBD VBN IN RB VBG DT CD NN IN DT NN NN DT NNS NN IN JJ NN NN VBD NN,detroit_JJ tiger_NNS outfielder_VBP craig_JJ monroe_NN arrested_VBN allegedly_RB stealing_VBG 2999_CD belt_NN department_NN store_NN record_NNS clerk_NN charlotte_JJ county_NN jail_NN said_VBD tuesday_NN
Sports,New Orleans Bowl,"Teams: North Texas (7-4) vs. Southern Mississippi (6-5) When: Tuesday, 7:30 p.m. Where: New Orleans TV: ESPN At a glance: The Mean Green are really mean, and not green, other than freshman running back Jamario Thomas, who has rushed for 1,709 yards and scored 17 TDs. Thomas is worth watching and is the best running back not involved in the ...",team north texas 74 v southern mississippi 65 tuesday 730 pm new orleans tv espn glance mean green really mean green freshman running back jamario thomas rushed 1709 yard scored 17 tds thomas worth watching best running back involved,NNS VBP JJ CD NN JJ RB CD WRB NN CD NN WRB JJ NNS VBP NN IN DT NN DT NN NN VBP RB JJ CC RB JJ JJ IN JJ VBG RB NN NN WP VBZ VBN IN CD NNS CC VBD CD NN NN VBZ JJ VBG CC VBZ DT JJS VBG RB RB VBN IN DT,team_NNS north_VBP texas_JJ 74_CD v_NN southern_JJ mississippi_RB 65_CD tuesday_NN 730_CD pm_NN new_JJ orleans_NNS tv_VBP espn_NN glance_NN mean_NN green_NN really_RB mean_JJ green_JJ freshman_JJ running_VBG back_RB jamario_NN thomas_NN rushed_VBN 1709_CD yard_NNS scored_VBD 17_CD tds_NN thomas_NN worth_JJ watching_VBG best_JJS running_VBG back_RB involved_VBN
Sports,Liverpool play out frustrating draw,"Liverpool and Deportivo Coruna produced a lively match but no goals, drawing 0-0 in Champions League Group A at Anfield on Tuesday.",liverpool deportivo coruna produced lively match goal drawing 00 champion league group anfield tuesday,NN CC NN NN VBD DT JJ NN CC DT NNS VBG CD IN NNS VBP NN DT IN NN IN NN,liverpool_NN deportivo_NN coruna_NN produced_VBD lively_JJ match_NN goal_NNS drawing_VBG 00_CD champion_NNS league_VBP group_NN anfield_NN tuesday_NN
Sports,Models steal Masters spotlight,"But fashion models turned as many heads as the tennis by replacing the traditional ball boys and girls on the main court. Costa, ranked 50th, claimed a 6-2 5-7 7-5 victory to advance to a second meeting with top-seeded Tim Henman.",fashion model turned many head tennis replacing traditional ball boy girl main court costa ranked 50th claimed 62 57 75 victory advance second meeting topseeded tim henman,CC NN NNS VBD IN JJ NNS IN DT NN IN VBG DT JJ NN NNS CC NNS IN DT JJ NN NN VBD CD VBD DT CD CD CD NN TO VB TO DT JJ NN IN JJ NN NN,fashion_NN model_NNS turned_VBD many_JJ head_NNS tennis_NN replacing_VBG traditional_JJ ball_NN boy_NNS girl_NNS main_JJ court_NN costa_NN ranked_VBD 50th_CD claimed_VBD 62_CD 57_CD 75_CD victory_NN advance_VB second_JJ meeting_NN topseeded_JJ tim_NN henman_NN
Sports,No. 1 LSU women roll past North Texas,"Seimone Augustus was perfect from the field, hitting 11-of-11, and true freshman Sylvia Fowles had her sixth straight game in double figures and her third double-double in the last ",seimone augustus perfect field hitting 11of11 true freshman sylvia fowles sixth straight game double figure third doubledouble last,NN NN VBD JJ IN DT NN VBG CD CC JJ NN NN NNS VBD PRP JJ JJ NN IN JJ NNS CC PRP$ JJ JJ IN DT JJ,seimone_NN augustus_NN perfect_JJ field_NN hitting_VBG 11of11_CD true_JJ freshman_NN sylvia_NN fowles_NNS sixth_JJ straight_JJ game_NN double_JJ figure_NNS third_JJ doubledouble_JJ last_JJ
Sports,Yankees' Sheffield Faces Shoulder Surgery (AP),"AP - Yankees outfielder Gary Sheffield will have arthroscopic surgery Tuesday on his left shoulder, which didn't improve after two weeks of rehabilitation.",ap yankee outfielder gary sheffield arthroscopic surgery tuesday left shoulder didnt improve two week rehabilitation,NN NNS VBP JJ NN MD VB VBN NN NN IN PRP$ NN NN WDT VBZ VBP IN CD NNS IN NN,ap_NN yankee_NNS outfielder_VBP gary_JJ sheffield_NN arthroscopic_VBN surgery_NN tuesday_NN left_NN shoulder_NN didnt_VBZ improve_VBP two_CD week_NNS rehabilitation_NN
Sports,Demetra Proud of Husband #39;s Achievements,"Matthew Pinsent got the nod to carry on moments after winning his fourth Olympic gold medal from the person who matters most, his wife Demetra.",matthew pinsent got nod carry moment winning fourth olympic gold medal person matter wife demetra,JJ NN VBD DT NN TO VB IN NNS IN VBG PRP$ JJ NN NN NN IN DT NN WP VBZ JJS PRP$ NN NN,matthew_JJ pinsent_NN got_VBD nod_NN carry_VB moment_NNS winning_VBG fourth_JJ olympic_NN gold_NN medal_NN person_NN matter_VBZ wife_NN demetra_NN
Sports,IRB Awards nominees named,"AUSTRALIA #39;S Matt Giteau is one of five players vying for this year #39;s IRB Player of the Year award. The nominees for all categories of this year #39;s IRB Awards have been named, with the winners to be announced ",australia 39s matt giteau one five player vying year 39s irb player year award nominee category year 39s irb award named winner announced,RB CD NN NN VBZ CD IN CD NNS VBG IN DT NN CD NN NN IN DT NN IN DT NNS IN DT NNS IN DT NN CD NN NNS VBP VBN VBN IN DT NNS TO VB VBN,australia_RB 39s_CD matt_NN giteau_NN one_CD five_CD player_NNS vying_VBG year_NN 39s_CD irb_NN player_NN year_NN award_IN nominee_NNS category_NNS year_NN 39s_CD irb_NN award_NNS named_VBN winner_NNS announced_VBN
Sports,Goofball #39; storms over Abbey,"When they were growing up, Joey Sindelar #39;s kids used to tease him about the six PGA trophies that lined the family mantle.  quot;C #39;mon, Dad, quot; they #39;d say.",growing joey sindelar 39s kid used tease six pga trophy lined family mantle quotc 39mon dad quot 39d say,WRB PRP VBD VBG RP NNS JJ CD NNS VBN TO VB PRP IN DT CD NN NNS WDT VBD DT NN VBZ JJ CD NN NN PRP CD VBP,growing_VBG joey_NNS sindelar_JJ 39s_CD kid_NNS used_VBN tease_VB six_CD pga_NN trophy_NNS lined_VBD family_NN mantle_VBZ quotc_JJ 39mon_CD dad_NN quot_NN 39d_CD say_VBP
Sports,Ogden questionable for season opener after knee sprain,Baltimore Ravens left tackle Jonathan Ogden sprained the medial collateral ligament in his left knee in Thursday #39;s exhibition game against the New York Giants.,baltimore raven left tackle jonathan ogden sprained medial collateral ligament left knee thursday 39s exhibition game new york giant,NN NNS VBD JJ NN NN VBD DT JJ NN NN IN PRP$ JJ NN IN JJ CD NN NN IN DT JJ NN NNS,baltimore_NN raven_NNS left_VBD tackle_JJ jonathan_NN ogden_NN sprained_VBD medial_JJ collateral_NN ligament_NN left_JJ knee_NN thursday_JJ 39s_CD exhibition_NN game_NN new_JJ york_NN giant_NNS
Sports,Donald delight at call up,Luke Donald has expressed his delight at being named as one of captain Bernhard Langer #39;s wildcards for the European Ryder Cup team.,luke donald expressed delight named one captain bernhard langer 39s wildcards european ryder cup team,NN NN VBZ VBN PRP$ NN IN VBG VBN IN CD IN NN NN NN CD NNS IN DT JJ NN NN NN,luke_NN donald_NN expressed_VBN delight_NN named_VBN one_CD captain_NN bernhard_NN langer_NN 39s_CD wildcards_NNS european_JJ ryder_NN cup_NN team_NN
Sports,Vikings #39; Smith to begin four-game suspension,"Onterrio Smith, a key part of the Minnesota Vikings #39; 2-1 start, will miss the team #39;s next four games as he serves a suspension for violating the NFL #39;s substance abuse policy, the league announced Tuesday.",onterrio smith key part minnesota viking 39 21 start miss team 39s next four game serf suspension violating nfl 39s substance abuse policy league announced tuesday,NN VBZ DT JJ NN IN DT JJ NNS CD CD NN MD VB DT NN CD JJ CD NNS IN PRP VBZ DT NN IN VBG DT JJ CD NN NN NN DT NN VBD NN,onterrio_NN smith_VBZ key_JJ part_NN minnesota_JJ viking_NNS 39_CD 21_CD start_NN miss_VB team_NN 39s_CD next_JJ four_CD game_NNS serf_VBZ suspension_NN violating_VBG nfl_JJ 39s_CD substance_NN abuse_NN policy_NN league_NN announced_VBD tuesday_NN
Sports,UPDATE 1-Leading results in Rally of Italy,Leading results in the Rally of Italy on Sunday: 1. Petter Solberg (Norway) Subaru 4:43:47.9 2. Sebastien Loeb (France) Citroen 2:07.,leading result rally italy sunday 1 petter solberg norway subaru 443479 2 sebastien loeb france citroen 207,VBG NNS IN DT NN IN NN IN JJ CD NN NN RB VBD CD CD JJ NN NN VBD CD,leading_VBG result_NNS rally_NN italy_NN sunday_JJ 1_CD petter_NN solberg_NN norway_RB subaru_VBD 443479_CD 2_CD sebastien_JJ loeb_NN france_NN citroen_VBD 207_CD
